32,Twelve Monkeys,1995,0,0
33,Wings of Courage,1995,0,0
39,Clueless,1995,0,0
56,Kids of the Round Table,1997,0,0
59,Le confessionnal,1995,0,0
61,Eye for an Eye,1996,0,0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,0,0
69,Friday,1995,0,0
115,Le bonheur est dans le pré,1995,0,0
126,The Neverending Story III,1994,0,0
128,Jupiter's Wife,1995,0,0
129,Pie in the Sky,1996,0,0
134,Sonic Outlaws,1995,0,0
139,Hard Target,1993,0,0
178,Love & Human Remains,1993,0,0
179,Mad Love,1995,0,0
184,Nadja,1994,0,0
189,The Reckless Moment,1949,0,0
190,Fail-Safe,1964,0,0
220,Castle Freak,1995,0,0
238,Far from Home: The Adventures of Yellow Dog,1995,0,0
244,Gumby: The Movie,1995,0,0
250,Heavy Weights,1995,0,0
255,The Jerky Boys,1995,0,0
258,A Kid in King Arthur's Court,1995,0,0
261,Little Women,1994,0,0
266,Legends of the Fall,1994,0,0
284,Nyû Yôku no koppu,1993,0,0
285,Beyond Bedlam,1994,0,0
286,Nemesis 2: Nebula,1995,0,0
290,Once Were Warriors,1994,0,0
291,Poison Ivy II,1996,0,0
298,Tui shou,1992,0,0
310,Rent-a-Kid,1995,0,0
336,Incubo sulla città contaminata,1980,0,0
340,War,2007,0,0
373,Red Rock West,1993,0,0
392,The Secret Adventures of Tom Thumb,1993,0,0
396,Fall Time,1995,0,0
401,Mirage,1965,0,0
405,Highlander III: The Sorcerer,1994,0,0
421,Black Beauty,1994,0,0
448,Huo Yuan Jia,2006,0,0
464,Hard Target,1993,0,0
470,House Party 3,1994,0,0
488,M. Butterfly,1993,0,0
502,The Next Karate Kid,1994,0,0
526,Les nuits fauves,1992,0,0
537,Sairen,2006,0,0
541,Blade Runner,1982,0,0
545,Harem suaré,1999,0,0
560,"The Beans of Egypt, Maine",1994,0,0
561,Killer Movie,2008,0,0
567,Kika,1993,0,0
571,Wide-Eyed and Legless,1993,0,0
572,Foreign Student,1994,0,0
575,The Little Rascals,1994,0,0
582,Métisse,1993,0,0
594,Snow White and the Seven Dwarfs,1937,0,0
600,Love and a .45,1994,0,0
614,Loaded,2008,0,0
615,Pane e cioccolata,1973,0,0
620,Cerro Torre: Schrei aus Stein,1991,0,0
621,Ma saison préférée,1993,0,0
625,Asfour Stah,1990,0,0
627,The Last Supper,1995,0,0
629,Rude Boy,1980,0,0
634,Theodore Rex,1995,0,0
636,Nina Frisk,2007,0,0
639,Girl 6,1996,0,0
655,Mutters Courage,1995,0,0
658,Billy's Holiday,1995,0,0
666,Lust och fägring stor,1995,0,0
667,Bloodsport 2,1996,0,0
678,Some Folks Call It a Sling Blade,1994,0,0
682,Tigrero: A Film That Was Never Made,1994,0,0
683,L'oeil de Vichy,1993,0,0
693,Etz Hadomim Tafus,1995,0,0
698,Delta of Venus,1995,0,0
701,Daens,1992,0,0
705,Così fan tutte,1992,0,0
713,Of Love and Shadows,1994,0,0
722,The Haunted World of Edward D. Wood Jr.,1995,0,0
726,Save the Last Dance,2001,0,0
727,War Stories,2003,0,0
738,Le garçu,1995,0,0
744,Brothers in Trouble,1995,0,0
745,Wallace and Gromit in A Close Shave,1995,0,0
754,Gold Diggers: The Secret of Bear Mountain,1995,0,0
755,Kim,1950,0,0
756,Carmen Miranda: Bananas Is My Business,1995,0,0
761,Star Wars: Episode I - The Phantom Menace,1999,0,0
763,The Last of the High Kings,1996,0,0
774,Wend Kuuni,1982,0,0
783,The Hunchback of Notre Dame,1939,0,0
787,The Gate of Heavenly Peace,1995,0,0
791,"The Last Klezmer: Leopold Kozlowski, His Life and Music",1994,0,0
792,"Hol volt, hol nem volt",1987,0,0
793,En compagnie d'Antonin Artaud,1993,0,0
796,A Very Natural Thing,1974,0,0
800,Lone Star State of Mind,2002,0,0
814,A Boy Called Hate,1995,0,0
824,Jeder für sich und Gott gegen alle,1974,0,0
827,O Convento,1995,0,0
838,Emma,1996,0,0
844,Xinghua san yue tian,1994,0,0
845,Tian guo ni zi,1994,0,0
850,Xich lo,1995,0,0
851,Basquiat,1996,0,0
868,Death in Brunswick,1991,0,0
872,Ai qing wan sui,1994,0,0
884,Sweet Nothing in My Ear,2008,0,0
887,Talk of Angels,1998,0,0
888,The Land Before Time III: The Time of the Great Giving,1995,0,0
897,For Whom the Bell Tolls,1943,0,0
907,The Gay Divorcee,1934,0,0
921,My Favorite Year,1982,0,0
925,Golden Earrings,1947,0,0
928,Rebecca,1940,0,0
933,To Catch a Thief,1955,0,0
939,The Reluctant Debutante,1958,0,0
942,Laura,1944,0,0
943,The Ghost and Mrs. Muir,1947,0,0
944,Lost Horizon,1937,0,0
951,His Girl Friday,1940,0,0
959,Of Human Bondage,1934,0,0
960,Angel on My Shoulder,1946,0,0
961,Little Lord Fauntleroy,1936,0,0
963,The Inspector General,1949,0,0
964,Angel and the Badman,1947,0,0
966,A Walk in the Sun,1945,0,0
967,Outlaw,2007,0,0
973,Meet John Doe,1941,0,0
976,A Farewell to Arms,1932,0,0
980,Huang jia shi jie,1985,0,0
1008,"Davy Crockett, King of the Wild Frontier",1955,0,0
1011,Herbie Rides Again,1974,0,0
1021,Angels in the Outfield,1951,0,0
1026,So Dear to My Heart,1948,0,0
1037,The Lawnmower Man,1992,0,0
1039,Synthetic Pleasures,1995,0,0
1040,Secret Agent,1936,0,0
1045,Love Is All There Is,1996,0,0
1058,Azúcar amarga,1996,0,0
1059,Romeo + Juliet,1996,0,0
1064,Aladdin and the King of Thieves,1995,0,0
1069,"Murder, My Sweet",1944,0,0
1071,For the Moment,1993,0,0
1073,Willy Wonka & the Chocolate Factory,1971,0,0
1085,The Old Man and the Sea,1958,0,0
1087,M. Butterfly,1993,0,0
1098,The Search for One-eye Jimmy,1994,0,0
1099,A Christmas Carol,1984,0,0
1101,Top Gun,1986,0,0
1102,American Strays,1996,0,0
1105,Children of the Corn: The Gathering,1996,0,0
1116,La fille seule,1995,0,0
1121,Glory Daze,1995,0,0
1125,The Return of the Pink Panther,1975,0,0
1137,Hustler White,1996,0,0
1138,Dadetown,1995,0,0
1144,The Line King: The Al Hirschfeld Story,1996,0,0
1148,Wallace & Gromit in The Wrong Trousers,1993,0,0
1150,Le retour de Martin Guerre,1982,0,0
1151,Faust: Love of the Damned,2000,0,0
1152,He Walked by Night,1948,0,0
1154,T-Men,1947,0,0
1156,I bambini ci guardano,1944,0,0
1157,La symphonie pastorale,1946,0,0
1163,Mina Tannenbaum,1994,0,0
1170,Best of the Best 3: No Turning Back,1995,0,0
1178,Paths of Glory,1957,0,0
1188,Strictly Ballroom,1992,0,0
1198,Raiders of the Lost Ark,1981,0,0
1206,A Clockwork Orange,1971,0,0
1214,Alien,1979,0,0
1223,A Grand Day Out with Wallace and Gromit,1989,0,0
1248,Touch of Evil,1958,0,0
1255,Bad Taste,1987,0,0
1259,Stand by Me,1986,0,0
1262,The Great Escape,1963,0,0
1298,Pink Floyd The Wall,1982,0,0
1311,Santa with Muscles,1996,0,0
1314,Breathing Room,2008,0,0
1322,Amityville 1992: It's About Time,1992,0,0
1324,Amityville: Dollhouse,1996,0,0
1325,Amityville: A New Generation,1993,0,0
1328,The Amityville Curse,1990,0,0
1330,April Fool's Day,2008,0,0
1331,Audrey Rose,1977,0,0
1332,Believers,2007,0,0
1334,The Blob,1988,0,0
1335,Blood Beach,1980,0,0
1349,Nosferatu a Venezia,1988,0,0
1364,Kjærlighetens kjøtere,1995,0,0
1382,Marked for Death,1990,0,0
1386,Terror in a Texas Town,1958,0,0
1397,Bastard Out of Carolina,1996,0,0
1420,Message to Love: The Isle of Wight Festival,1997,0,0
1421,The Grateful Dead,1977,0,0
1423,Hearts and Minds,1974,0,0
1437,The Cement Garden,1993,0,0
1476,Private Parts,1997,0,0
1482,Van Helsing,2004,0,0
1486,The Quiet Room,1996,0,0
1496,Anna Karenina,1935,0,0
1502,KISS Meets the Phantom of the Park,1978,0,0
1517,Austin Powers: International Man of Mystery,1997,0,0
1522,Ripe,1996,0,0
1531,Losing Chase,1996,0,0
1534,Le bonheur,1965,0,0
1538,The Second Jungle Book: Mowgli & Baloo,1997,0,0
1558,Sudden Manhattan,1996,0,0
1562,Batman & Robin,1997,0,0
1565,Head Above Water,1996,0,0
1567,The Last Time I Committed Suicide,1997,0,0
1632,A Smile Like Yours,1997,0,0
1636,Stag,1997,0,0
1663,Stripes,1981,0,0
1675,Incognito,1997,0,0
1679,Chairman of the Board,1998,0,0
1685,"I Love You, I Love You Not",1996,0,0
1698,Les Boys,1997,0,0
1708,Ill Gotten Gains,1997,0,0
1710,Man of Her Dreams,1997,0,0
1714,Never Met Picasso,1996,0,0
1716,"Other Voices, Other Rooms",1995,0,0
1744,Firestorm,1998,0,0
1748,Dark City,1998,0,0
1756,The Prophecy II,1998,0,0
1765,A Letter from Death Row,1998,0,0
1767,Music from Another Room,1998,0,0
1773,Tokyo Fist,1995,0,0
1781,A Further Gesture,1997,0,0
1782,Little City,1997,0,0
1789,The Sadness of Sex,1995,0,0
1795,El callejón de los milagros,1995,0,0
1796,In God's Hands,1998,0,0
1811,Niagara,1953,0,0
1819,Storefront Hitchcock,1998,0,0
1826,Barney's Great Adventure,1998,0,0
1835,City of Angels,1998,0,0
1843,Slappy and the Stinkers,1998,0,0
1849,Prince Valiant,1954,0,0
1851,Leather Jacket Love Story,1997,0,0
1861,Budbringeren,1997,0,0
1871,Priyatel pokoynika,1997,0,0
1890,Little Boy Blue,1997,0,0
1908,Resurrection Man,1998,0,0
1915,Viagem ao Princípio do Mundo,1997,0,0
1942,All the King's Men,2006,0,0
